address,city,neighbourhood,bed,bath,type,style,walk_score,lot_size,age,size,listed_price,estimated_mortgage,property_tax,last_sold_price,last_sold_year
602 - 560 Front Street W,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,85,11-15 years,Restrict,500-599 sqft,549900.0,2876.0,2022,599900.0,2022
2512 - 44 St Joseph Street,Toronto,Bay Street Corridor,2+1,2,Condo Apt,Apartment,85,31-50 years,Restrict,1000-1199 sqft,899000.0,4885.0,3375,599000.0,2015
117 Brooklawn Avenue,Toronto,Cliffcrest,3,2,Detached,1 1/2 Storey,61,4655.0,No Data,No Data,1149000.0,6134.0,4152,1275000.0,2022
110 Lawlor Avenue,Toronto,The Beaches,3+1,2,SEMI-DETACHED,2-Storey,81,2115.1977,No Data,No Data,1299900.0,6976.0,4234,1369000.0,2022
18 Arnprior Road,Toronto,Bendale,3+3,2,Detached,Bungalow,65,5225.827,No Data,No Data,899800.0,4890.0,3299,539000.0,2015
36 Woodrow Avenue,Toronto,Woodbine Corridor,3+1,4,SEMI-DETACHED,2 1/2 Storey,86,1315.2703000000001,No Data,No Data,1129000.0,6022.0,2233,1300000.0,2022
305 - 1705 Mccowan Road,Toronto,Agincourt South-malvern West,2+1,2,Condo Apt,Apartment,86,No Data,N,1000-1199 sqft,429000.0,2181.0,1030,448000.0,2020
305 - 460 Adelaide Street E,Toronto,Moss Park,1,1,Condo Apt,Apartment,86,0-5 years,Restrict,500-599 sqft,599900.0,3164.0,2262,629900.0,2022
1518 - 525 Adelaide Street W,Toronto,Waterfront Communities C1,1+1,2,Condo Apt,Apartment,86,No Data,Restrict,700-799 sqft,899000.0,4885.0,2477,629900.0,2022
184 York Mills Road,Toronto,St. Andrew-windfields,4+1,6,Detached,2-Storey,38,5006.9524,0-5 years,5000+ sqft,3888000.0,21420.0,14878,3999900.0,2022
706 - 220 George Street,Toronto,Moss Park,1+1,3,Condo Apt,2-Storey,38,0-5 years,Restrict,1000-1199 sqft,1080000.0,5748.0,4019,698800.0,2018
1208 - 15 Vicora Linkway Way,Toronto,Flemingdon Park,3,2,Condo Apt,Apartment,38,No Data,Restrict,1000-1199 sqft,635000.0,3366.0,1403,165900.0,2007
61 Government Road,Toronto,Kingsway South,3+1,2,Detached,2-Storey,51,2650.0,No Data,No Data,1998000.0,10872.0,5242,929000.0,2014
259 Rusholme Road,Toronto,Dufferin Grove,6,4,Detached,2 1/2 Storey,83,10000.0,100+ years,3500-5000 sqft,4200000.0,23161.0,14762,4490000.0,2022
710 - 508 Wellington Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,83,6-10 years,Restrict,600-699 sqft,698800.0,3733.0,2528,698800.0,2022
17 Strath Humber Court,Toronto,Edenbridge-humber Valley,4+2,5,Detached,2-Storey,64,7297.722900000001,31-50 years,2500-3000 sqft,2195000.0,11971.0,7830,1599000.0,2018
1370 Avenue Road,Toronto,Lawrence Park South,3,4,Att/Row/Twnhouse,3-Storey,66,3289.4198,31-50 years,1500-2000 sqft,1599000.0,8645.0,6275,495000.0,2004
17E - 6 Rosebank Drive,Toronto,Malvern,2,2,Condo Apt,Apartment,66,No Data,Restrict,800-899 sqft,625000.0,3309.0,1668,638000.0,2022
3310 - 55 Bremner Boulevard,Toronto,Waterfront Communities C1,2,2,Condo Apt,Apartment,66,No Data,Restrict,700-799 sqft,965000.0,5265.0,3318,524950.0,2012
21 Montcalm Avenue,Toronto,Briar Hill-belgravia,2+1,2,Detached,Bungalow,67,3145.7704000000003,No Data,No Data,999900.0,5466.0,3310,1099000.0,2022
114 Oakcrest Avenue,Toronto,East End-danforth,4,4,Detached,2-Storey,88,2250.0,0-5 years,No Data,1950000.0,10604.0,7520,1999900.0,2022
1506 - 2550 Pharmacy Avenue,Toronto,L'amoreaux,2,1,Condo Apt,Apartment,88,51-99 years,Restrict,900-999 sqft,538800.0,2813.0,992,309000.0,2018
516 - 11 William Carson Crescent,Toronto,St. Andrew-windfields,2,2,Condo Apt,Apartment,88,No Data,Restrict,1000-1199 sqft,1099000.0,5855.0,3185,600000.0,2016
934 - 5 Everson Drive,Toronto,Willowdale East,2+1,2,Condo Townhouse,Stacked Townhse,88,No Data,Restrict,1000-1199 sqft,759000.0,4080.0,2555,614000.0,2019
41 Thirteenth Street,Toronto,New Toronto,2+1,2,Detached,Bungalow,65,2566.2999999999997,51-99 years,< 700 sqft,899900.0,4890.0,3589,429000.0,2014
84 First Avenue,Toronto,South Riverdale,2+1,2,Att/Row/Twnhouse,3-Storey,87,513.7118999999999,No Data,No Data,2249000.0,12273.0,4910,385000.0,2004
2808 - 65 Bremner Boulevard,Toronto,Waterfront Communities C1,2+1,2,Condo Apt,Apartment,87,No Data,Restrict,1000-1199 sqft,1144900.0,6111.0,4228,1120000.0,2021
113 Roxborough Street W,Toronto,Annex,3,3,SEMI-DETACHED,3-Storey,92,1940.0,No Data,No Data,2990000.0,16408.0,10937,3149000.0,2022
808 - 117 Dundas Street E,Toronto,Church-yonge Corridor,1+1,2,Condo Apt,Apartment,92,New,Restrict,600-699 sqft,808000.0,4362.0,10937,3149000.0,2022
26 Tanager Avenue,Toronto,Leaside,4+1,2,Detached,2-Storey,68,4672.5,No Data,No Data,2299000.0,12552.0,8261,3149000.0,2022
622 - 3 Greystone Walk Drive,Toronto,Kennedy Park,2+1,2,Condo Apt,Apartment,68,No Data,Restrict,1000-1199 sqft,598000.0,3153.0,1346,599000.0,2022
408 - 100 Leeward Glwy,Toronto,Flemingdon Park,2,1,Condo Apt,Apartment,68,No Data,Restrict,800-899 sqft,499000.0,2584.0,1296,499000.0,2022
621 - 33 Helendale Avenue,Toronto,Yonge-eglinton,2,2,Condo Apt,Apartment,68,0-5 years,Restrict,700-799 sqft,899000.0,4885.0,3301,499000.0,2022
29 Hampton Park Crescent,Toronto,Leaside,6,5,Detached,3-Storey,48,8387.247299999999,No Data,3500-5000 sqft,3495000.0,19227.0,15368,1840000.0,2007
416 - 10 Edgecliff Gfwy,Toronto,Flemingdon Park,3,2,Condo Apt,Apartment,48,31-50 years,Restrict,1000-1199 sqft,595000.0,3136.0,1498,630000.0,2022
503 - 1750 Bayview Avenue,Toronto,Mount Pleasant East,2,2,Condo Apt,Apartment,48,16-30 years,Restrict,1000-1199 sqft,738000.0,3959.0,3281,738000.0,2022
16 Ludgate Drive,Toronto,Rexdale-kipling,3,1,Detached,Bungalow-Raised,26,5596.5,51-99 years,1100-1500 sqft,975000.0,5323.0,3356,738000.0,2022
106 Algoma Street,Toronto,Mimico,3+1,2,Detached,Bungalow,63,5269.745,No Data,1500-2000 sqft,1187500.0,6348.0,4283,1225000.0,2022
61 Harewood Avenue,Toronto,Cliffcrest,3,1,Detached,1 1/2 Storey,71,5318.67,51-99 years,No Data,999900.0,5466.0,3684,1225000.0,2022
209 - 75 Portland Street,Toronto,Waterfront Communities C1,1+1,2,Condo Apt,Loft,71,No Data,Restrict,900-999 sqft,900000.0,4891.0,3937,949900.0,2022
37 Ash Crescent,Toronto,Long Branch,3+1,2,Detached,2-Storey,77,6593.5,No Data,No Data,1599999.0,8651.0,5226,949900.0,2022
Ph1 - 409 Bloor Street E,Toronto,Church-yonge Corridor,3+1,5,Condo Apt,3-Storey,77,16-30 years,Restrict,4750-4999 sqft,3995000.0,22017.0,15008,4995000.0,2022
522 Melrose Avenue,Toronto,Bedford Park-nortown,4+1,5,Detached,2-Storey,56,4280.0,6-15 years,3000-3500 sqft,3658000.0,20136.0,12917,3698000.0,2022
816 - 35 Hollywood Avenue,Toronto,Willowdale East,1,1,Condo Apt,Apartment,56,No Data,Restrict,500-599 sqft,649900.0,3452.0,2079,1550.0,2016
107 - 1 Lawlor Avenue,Toronto,East End-danforth,2,2,Condo Apt,2-Storey,56,16-30 years,Restrict,1000-1199 sqft,949000.0,5173.0,3198,1550.0,2016
1103 - 3220 Sheppard Avenue E,Toronto,Tam O'shanter-sullivan,1,1,Condo Apt,Apartment,56,New,Restrict,500-599 sqft,608800.0,3215.0,3198,1550.0,2016
198 Homewood Avenue,Toronto,Newtonbrook West,5+2,6,Detached,2-Storey,39,6600.0,No Data,3000-3500 sqft,2398000.0,13104.0,9580,1550.0,2016
1806 - 350 Adelaide Street W,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,99,New,Restrict,600-699 sqft,678000.0,3614.0,9580,728000.0,2022
1505 - 30 Grand Trunk Crescent,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,99,11-15 years,Restrict,600-699 sqft,649000.0,3447.0,2357,679000.0,2022
3003 - 7 Mabelle Avenue,Toronto,Islington-city Centre West,1+1,1,Condo Apt,Apartment,99,No Data,Restrict,500-599 sqft,550000.0,2877.0,1982,2000.0,2020
188 Aldercrest Road,Toronto,Alderwood,4,5,Detached,2-Storey,58,4014.12,New,No Data,2300000.0,12557.0,3595,2450000.0,2022
2214 - 185 Legion Road N,Toronto,Mimico,2+1,2,Condo Apt,Apartment,58,No Data,Restrict,900-999 sqft,799900.0,4315.0,2281,826000.0,2022
2107 - 30 Inn On The Park Drive,Toronto,Banbury-don Mills,3,2,Condo Apt,Apartment,58,New,Restrict,1800-1999 sqft,1995000.0,10855.0,2281,1945000.0,2022
143 - 525 Wilson Avenue,Toronto,Clanton Park,1+1,1,Condo Apt,Apartment,58,6-10 years,Restrict,600-699 sqft,574000.0,3015.0,2300,499900.0,2018
92 Struthers Street,Toronto,Mimico,3,2,SEMI-DETACHED,2-Storey,63,3125.0,No Data,No Data,1199000.0,6413.0,3779,499900.0,2018
161 Coleman Avenue,Toronto,East End-danforth,2+1,2,Detached,2-Storey,91,2711.5199999999995,No Data,No Data,929888.0,5063.0,3539,390000.0,2011
341 - 20 Inn On The Park Drive,Toronto,Banbury-don Mills,2,3,Condo Apt,Apartment,91,New,Restrict,1200-1399 sqft,1342000.0,7211.0,3539,1292000.0,2022
31 Nottingham Drive,Toronto,Edenbridge-humber Valley,3+2,5,Detached,2-Storey,67,7500.0,No Data,No Data,3100000.0,17022.0,12390,2399000.0,2017
Ph3 - 455 Wellington Street W,Toronto,Waterfront Communities C1,3+1,4,Condo Apt,Apartment,67,New,Restrict,2500-2749 sqft,4295000.0,23692.0,12390,4295000.0,2022
1802 - 300 Bloor Street E,Toronto,Rosedale-moore Park,2,2,Condo Apt,Apartment,67,16-30 years,Restrict,1000-1199 sqft,1539000.0,8310.0,4297,1595000.0,2022
151 Margueretta Street,Toronto,Dufferin Grove,5,2,SEMI-DETACHED,3-Storey,84,2527.0665,No Data,No Data,1799999.0,9767.0,5997,1595000.0,2022
Ph07 - 7 Mabelle Avenue,Toronto,Islington-city Centre West,2+1,2,Condo Apt,Apartment,84,0-5 years,Restrict,700-799 sqft,825000.0,4459.0,1510,1595000.0,2022
209 - 5101 Dundas Street W,Toronto,Islington-city Centre West,1+1,2,Condo Apt,Apartment,84,No Data,Restrict,900-999 sqft,685000.0,3654.0,2160,735000.0,2022
801 - 1030 Sheppard Avenue W,Toronto,Bathurst Manor,3,2,Condo Apt,Apartment,84,No Data,Restrict,1000-1199 sqft,759000.0,4080.0,2456,899000.0,2022
2210 - 225 Sherway Gardens Road,Toronto,Islington-city Centre West,1+1,1,Condo Apt,Apartment,84,No Data,Restrict,600-699 sqft,549900.0,2876.0,1883,1400.0,2011
1204 - 99 Foxbar Road,Toronto,Yonge-st. Clair,2,1,Condo Apt,Apartment,84,0-5 years,Restrict,700-799 sqft,999999.0,5466.0,1883,1128000.0,2022
2122 - 633 Bay Street,Toronto,Bay Street Corridor,1,1,Condo Apt,Apartment,84,No Data,N,600-699 sqft,629999.0,3337.0,2313,249900.0,2006
2210 - 225 Sherway Gardens Road,Toronto,Islington-city Centre West,1+1,1,Condo Apt,Apartment,84,No Data,Restrict,600-699 sqft,549900.0,2876.0,1883,1400.0,2011
1204 - 99 Foxbar Road,Toronto,Yonge-st. Clair,2,1,Condo Apt,Apartment,84,0-5 years,Restrict,700-799 sqft,999999.0,5466.0,1883,1128000.0,2022
2122 - 633 Bay Street,Toronto,Bay Street Corridor,1,1,Condo Apt,Apartment,84,No Data,N,600-699 sqft,629999.0,3337.0,2313,249900.0,2006
922 - 155 Merchants' Wharf,Toronto,Waterfront Communities C8,2+1,3,Condo Apt,Apartment,84,New,Restrict,2250-2499 sqft,3655000.0,20120.0,2313,3605000.0,2022
1704 - 230 King Street E,Toronto,Moss Park,1,1,Condo Apt,Apartment,84,16-30 years,Restrict,700-799 sqft,690000.0,3683.0,2484,715000.0,2022
418 - 155 Merchants' Wharf,Toronto,Waterfront Communities C8,2,2,Condo Apt,Apartment,84,No Data,Restrict,1600-1799 sqft,2345000.0,12809.0,2484,715000.0,2022
324 - 525 Adelaide Street W,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,84,No Data,Restrict,500-599 sqft,668000.0,3556.0,1833,1899.0,2020
98 Armour Boulevard,Toronto,Lansing-westgate,4+2,4,Detached,2-Storey,36,7500.0,No Data,2500-3000 sqft,2999900.0,16464.0,9746,1849000.0,2019
820 - 55 Merchants' Wharf,Toronto,Waterfront Communities C8,2,3,Condo Apt,Apartment,36,No Data,Restrict,1200-1399 sqft,2190000.0,11943.0,7280,2290000.0,2022
1810 - 188 Cumberland Street,Toronto,Annex,2+1,2,Condo Apt,Apartment,36,0-5 years,Restrict,800-899 sqft,1269800.0,6808.0,5229,1289000.0,2022
402 - 114 Vaughan Road,Toronto,Humewood-cedarvale,1,1,Condo Apt,Apartment,36,No Data,Restrict,500-599 sqft,469900.0,2416.0,1485,499000.0,2022
9 Post Road,Toronto,Bridle Path-sunnybrook-york Mills,7+1,10,Detached,2-Storey,17,16168.167,6-15 years,5000+ sqft,10750000.0,59717.0,31537,7995000.0,2022
804 - 233 Carlaw Avenue,Toronto,South Riverdale,2,2,Condo Apt,Apartment,17,No Data,Restrict,1200-1399 sqft,1399900.0,7534.0,4796,1189900.0,2020
66 - 100 Bridletowne Circle,Toronto,L'amoreaux,3,2,Condo Townhouse,2-Storey,17,No Data,Restrict,1200-1399 sqft,799000.0,4310.0,2590,220000.0,2004
53 Oriole Gardens,Toronto,Yonge-st. Clair,5+1,4,Detached,3-Storey,80,4677.200000000001,No Data,No Data,3495000.0,19227.0,12083,220000.0,2004
101 Evans Avenue,Toronto,Mimico,4,4,Detached,2-Storey,56,4126.25,No Data,3000-3500 sqft,2049000.0,11157.0,4092,719900.0,2018
1331 Queen Street East,Toronto,Mimico,1,1,Apartments,No Data,78,2021,No Data,575 sqft,639900.0,3394.0,4092,719900.0,2018
Ph01 - 208 Queens Quay W,Toronto,Waterfront Communities C1,2,2,Condo Apt,Apartment,78,No Data,Restrict,1600-1799 sqft,1599000.0,8645.0,6338,1699000.0,2022
410 - 115 Denison Avenue,Toronto,Kensington-chinatown,1+1,1,Condo Apt,Apartment,78,New,Restrict,800-899 sqft,1190000.0,6362.0,6338,1140000.0,2022
27 Marigold Avenue,Toronto,South Riverdale,2+1,3,SEMI-DETACHED,2-Storey,89,1485.8999999999999,No Data,No Data,1189000.0,6357.0,4202,499000.0,2012
89 Park Home Avenue,Toronto,Willowdale West,3,1,Detached,Bungalow,78,5280.0,51-99 years,No Data,1488000.0,8026.0,5789,998000.0,2018
233 Wanless Avenue,Toronto,Lawrence Park North,5,2,Duplex,2-Storey,51,6838.589999999999,No Data,2500-3000 sqft,2495000.0,13646.0,8500,998000.0,2018
4101 - 19 Bathurst Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,51,No Data,Restrict,500-599 sqft,725000.0,3884.0,2503,765000.0,2022
803 - 55 Ann O'reilly Road,Toronto,Henry Farm,1,1,Condo Apt,Apartment,51,No Data,Restrict,500-599 sqft,499000.0,2584.0,1681,765000.0,2022
702 - 8 Lee Centre Drive,Toronto,Woburn,1,1,Condo Apt,Apartment,51,No Data,Restrict,500-599 sqft,500000.0,2589.0,1352,299000.0,2018
708 - 55 Stewart Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,51,11-15 years,Restrict,600-699 sqft,749000.0,4022.0,2799,599000.0,2019
37 Kenfin Avenue,Toronto,L'amoreaux,4+2,3,SEMI-DETACHED,Backsplit 5,48,3000.7482,No Data,No Data,1150000.0,6139.0,3823,599000.0,2019
110 Banff Road,Toronto,Mount Pleasant East,3,2,Detached,2-Storey,84,1873.0,No Data,No Data,1149000.0,6134.0,4946,750000.0,2015
1203 - 576 Front Street W,Toronto,Waterfront Communities C1,2,2,Condo Apt,Apartment,84,0-5 years,Restrict,700-799 sqft,850000.0,4603.0,3134,758000.0,2022
1412 - 352 Front Street W,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,84,No Data,N,600-699 sqft,599000.0,3159.0,2212,699000.0,2022
802 - 55 Delisle Avenue,Toronto,Yonge-st. Clair,3,3,Condo Apt,Apartment,84,16-30 years,Restrict,2250-2499 sqft,2795000.0,15320.0,11609,2795000.0,2022
4 Winterbourne Court,Toronto,Princess-rosethorn,5,3,Detached,Sidesplit 4,53,7895.1764,No Data,No Data,1925000.0,10464.0,7798,2100000.0,2022
1 Lake Shore Drive,Toronto,New Toronto,4+1,4,Detached,2-Storey,70,"
No Data ",No Data,3500-5000 sqft,4999000.0,27621.0,13360,5499000.0,2022
3 Ledge Road,Toronto,Cliffcrest,4,2,Detached,Backsplit 4,29,10.112400000000001,No Data,2000-2500 sqft,2395000.0,13088.0,7027,2995000.0,2022
901 - 1048 Broadview Avenue,Toronto,Broadview North,1+1,2,Condo Apt,Apartment,29,No Data,Restrict,1000-1199 sqft,1169900.0,6250.0,4177,1198000.0,2022
2063 - 100 Mornelle Court,Toronto,Morningside,3+1,2,Condo Townhouse,Stacked Townhse,29,No Data,Restrict,1200-1399 sqft,558000.0,2923.0,1106,498000.0,2022
101 Plum Tree Way,Toronto,Westminster-branson,4,2,Condo Townhouse,2-Storey,29,No Data,Restrict,1400-1599 sqft,848800.0,4596.0,2548,498000.0,2022
118 Copperwood Square,Toronto,Milliken,4+1,3,SEMI-DETACHED,Backsplit 5,59,3098.5581,No Data,No Data,999000.0,5461.0,3672,599000.0,2014
240 Lisgar Street,Toronto,Little Portugal,5+1,3,Att/Row/Twnhouse,2 1/2 Storey,89,1815.25,No Data,No Data,1499000.0,8087.0,5645,1599000.0,2022
473 Atlas Avenue,Toronto,Oakwood Village,2,2,Detached,Bungalow,46,2641.9761,No Data,No Data,1299000.0,6971.0,3636,1199000.0,2022
1111 - 41 Markbrook Lane,Toronto,Mount Olive-silverstone-jamestown,1+1,2,Condo Apt,Apartment,46,No Data,Restrict,800-899 sqft,449900.0,2301.0,1201,518800.0,2022
7 Lionhead Trail,Toronto,Rouge E11,3,3,SEMI-DETACHED,2-Storey,26,3848.9235,31-50 years,1500-2000 sqft,898000.0,4879.0,2500,978000.0,2022
46 Mosedale Crescent,Toronto,Don Valley Village,3+1,3,Detached,Bungalow,58,6000.0,No Data,No Data,1549000.0,8366.0,5959,1545000.0,2022
311 - 1177 Yonge Street,Toronto,Rosedale-moore Park,2+1,2,Condo Apt,Apartment,58,No Data,Restrict,1800-1999 sqft,1499999.0,8093.0,6755,1545000.0,2022
2118 - 115 George Appleton Way,Toronto,Downsview-roding-cfb,2,1,Condo Townhouse,Stacked Townhse,58,No Data,Restrict,700-799 sqft,629000.0,3332.0,2004,2000.0,2020
214 Wiltshire Avenue,Toronto,Weston-pellam Park,3,2,Condo Townhouse,2-Storey,58,No Data,Restrict,1000-1199 sqft,699900.0,3740.0,2319,749900.0,2022
507 - 29 Queens Quay E,Toronto,Waterfront Communities C1,2+1,3,Condo Apt,Apartment,58,6-10 years,Restrict,1800-1999 sqft,2550000.0,13953.0,10288,749900.0,2022
903 - 21 Lawren Harris Square,Toronto,Waterfront Communities C8,2+1,2,Condo Apt,Apartment,58,0-5 years,Restrict,1600-1799 sqft,1888000.0,10258.0,6644,749900.0,2022
207 - 55 Harrison Garden Boulevard,Toronto,Willowdale East,1,1,Condo Apt,Apartment,58,No Data,Restrict,600-699 sqft,578000.0,3038.0,1946,325000.0,2016
48 Duncannon Drive,Toronto,Forest Hill South,3,3,Detached,2-Storey,83,4340.0,51-99 years,1500-2000 sqft,2895000.0,15878.0,11590,1695000.0,2018
510 - 2772 Keele Street,Toronto,Downsview-roding-cfb,1,1,Condo Apt,Apartment,83,No Data,Restrict,500-599 sqft,489900.0,2531.0,1144,295000.0,2017
904 - 2 Glamorgan Avenue,Toronto,Dorset Park,2,1,Condo Apt,Apartment,83,No Data,Restrict,900-999 sqft,497000.0,2572.0,948,144900.0,2014
1 Cotillion Court,Toronto,Edenbridge-humber Valley,3+1,2,Detached,Sidesplit 4,34,7710.9295,No Data,No Data,1800000.0,9767.0,5327,144900.0,2014
24 Erindale Avenue,Toronto,Playter Estates-danforth,3,3,SEMI-DETACHED,2-Storey,89,2343.9300000000003,No Data,No Data,1190000.0,6362.0,4668,1449000.0,2022
116 Fairholme Avenue,Toronto,Englemount-lawrence,2+1,2,Detached,Bungalow,69,5150.0,51-99 years,No Data,1500000.0,8093.0,4962,1599000.0,2022
1109 - 6 Sonic Way,Toronto,Flemingdon Park,2,2,Condo Apt,Apartment,69,No Data,Restrict,700-799 sqft,725000.0,3884.0,2332,1599000.0,2022
31 Garthdale Court,Toronto,Bathurst Manor,3,3,SEMI-DETACHED,2-Storey,56,3450.0,No Data,No Data,999000.0,5461.0,3747,519900.0,2012
702 - 2111 Lake Shore Boulevard W,Toronto,Mimico,2,2,Condo Apt,Apartment,56,No Data,Restrict,1200-1399 sqft,839900.0,4545.0,3172,519900.0,2012
1601 - 68 Shuter Street,Toronto,Church-yonge Corridor,1,1,Condo Apt,Apartment,56,No Data,Restrict,500-599 sqft,590000.0,3107.0,2420,1600.0,2021
2008 - 909 Bay Street,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,56,No Data,Restrict,800-899 sqft,869900.0,4718.0,3153,319900.0,2004
1067 - 100 Mornelle Court,Toronto,Morningside,3,2,Condo Townhouse,2-Storey,56,No Data,Restrict,1200-1399 sqft,569000.0,2986.0,944,539000.0,2021
1610 - 88 Corporate Drive,Toronto,Woburn,1+1,1,Condo Apt,Apartment,56,16-30 years,N,700-799 sqft,549900.0,2876.0,1500,288888.0,2017
609 - 8 Rean Drive,Toronto,Bayview Village,1,1,Condo Apt,Apartment,56,No Data,Restrict,600-699 sqft,599900.0,3164.0,1815,188000.0,2005
1401 - 90 Stadium Road,Toronto,Waterfront Communities C1,2,2,Condo Apt,Apartment,56,No Data,Restrict,800-899 sqft,1040000.0,5525.0,3387,478500.0,2012
199 Parkside Drive,Toronto,High Park-swansea,4+3,3,Duplex,2-Storey,50,3675.0,51-99 years,3000-3500 sqft,2598000.0,14221.0,9315,998000.0,2010
1107 - 820 Burnhamthorpe Road,Toronto,Markland Wood,2+1,2,Condo Apt,Apartment,50,No Data,Restrict,1200-1399 sqft,615000.0,3251.0,1959,644900.0,2022
605 - 1001 Bay Street,Toronto,Bay Street Corridor,1+1,1,Condo Apt,Apartment,50,31-50 years,Restrict,500-599 sqft,649900.0,3452.0,2664,429900.0,2016
104 Lansbury Drive Drive,Toronto,Agincourt North,4,3,Detached,2-Storey,37,2625.7536999999998,No Data,No Data,1248000.0,6686.0,4341,429900.0,2016
33 Blyth Hill Road,Toronto,Bridle Path-sunnybrook-york Mills,4+1,5,Detached,2-Storey,28,7500.0,No Data,No Data,8995000.0,49923.0,25467,9980000.0,2022
3513 - 7 Grenville Street,Toronto,Bay Street Corridor,1,1,Condo Apt,Apartment,28,0-5 years,Restrict,500-599 sqft,768800.0,4136.0,2465,9980000.0,2022
258 - 31 Tippett Road,Toronto,Clanton Park,1,2,Condo Apt,Apartment,28,0-5 years,Restrict,600-699 sqft,635000.0,3366.0,2233,9980000.0,2022
74 Thirty Seventh Street,Toronto,Long Branch,4+2,2,Detached,Bungalow,79,6307.331699999999,No Data,No Data,1349000.0,7250.0,4721,9980000.0,2022
149 Ponymeadow Terrace,Toronto,Highland Creek,4+2,4,Detached,2-Storey,20,3016.8234,31-50 years,2000-2500 sqft,1249999.0,6697.0,3959,1349999.0,2022
94 Searle Avenue,Toronto,Bathurst Manor,3,3,Detached,Bungalow,45,6003.0,No Data,No Data,2350000.0,12836.0,7514,1349999.0,2022
6G - 8 Rosebank Drive,Toronto,Malvern,1+1,1,Condo Apt,Apartment,45,No Data,Restrict,700-799 sqft,549900.0,2876.0,1491,599000.0,2022
525 - 1030 King Street W,Toronto,Niagara,1+1,1,Condo Apt,Apartment,45,6-10 years,Restrict,500-599 sqft,718000.0,3844.0,2439,599000.0,2022
1020 - 100 Harrison Garden Boulevard,Toronto,Willowdale East,2,2,Condo Apt,Apartment,45,6-10 years,Restrict,800-899 sqft,799000.0,4310.0,2898,824900.0,2022
510 Birchmount Road,Toronto,Clairlea-birchmount,6+2,3,SEMI-DETACHED,2-Storey,67,3960.0,No Data,No Data,1150000.0,6139.0,3444,999000.0,2022
329 Parkview Avenue,Toronto,Willowdale East,4+1,6,Detached,2-Storey,41,5856.0,No Data,3500-5000 sqft,3200000.0,17580.0,12316,3280000.0,2022
191 Cassandra Boulevard,Toronto,Parkwoods-donalda,5+4,4,Detached,2-Storey,53,6961.2,51-99 years,2500-3000 sqft,1699000.0,9203.0,6206,3280000.0,2022
2108 - 251 Manitoba Street,Toronto,Mimico,2+1,2,Condo Apt,Apartment,53,New,Restrict,700-799 sqft,770000.0,4143.0,6206,770000.0,2022
34 Bellman Avenue,Toronto,Alderwood,3+1,4,Detached,2-Storey,35,2500.0,0-5 years,No Data,1995000.0,10855.0,6641,1450000.0,2020
309 - 377 Madison Avenue,Toronto,Casa Loma,1+1,1,Condo Apt,Apartment,35,No Data,Restrict,600-699 sqft,749900.0,4027.0,3046,649900.0,2020
101 Ashburnham Road,Toronto,Corso Italia-davenport,4+1,5,SEMI-DETACHED,3-Storey,77,2234.4,No Data,2000-2500 sqft,1788888.0,9705.0,4179,1099990.0,2021
119 Birchcliff Avenue,Toronto,Birchcliffe-cliffside,3+2,3,Detached,2-Storey,38,3399.0,No Data,2000-2500 sqft,1575800.0,8516.0,5094,989900.0,2017
